2.855389,12.000000,0.416667,0.250000,0.000000,0.000000.1,0.000000.2
2.75,8.0,0.0,0.0,1.0,0.0,0.0
3.0,8.0,0.0,0.0,0.0,0.0,0.0
2.807355,7.0,0.0,0.0,0.0,0.0,0.0
2.251629,6.0,0.5,0.0,0.0,0.0,0.0
2.251629,6.0,0.333333,0.0,0.0,0.0,0.0
2.584963,6.0,0.166667,0.0,0.0,0.0,0.0
2.594907,11.0,0.272727,0.0,0.0,0.0,0.0
3.6978459999999997,22.0,0.045455,0.0,1.0,0.0,0.0
3.826875,19.0,0.052632000000000005,0.0,1.0,0.0,0.0
3.4565650000000003,15.0,0.2,0.4,1.0,0.0,0.0
4.4949129999999995,57.0,0.385965,0.035088,0.0,0.0,0.0
4.306677,81.0,0.246914,0.024691,0.0,0.0,0.0
4.141305,46.0,0.173913,0.0,0.0,0.0,0.0
3.2927699999999995,17.0,0.17647100000000002,0.0,0.0,0.0,0.0
4.0991290000000005,39.0,0.153846,0.0,0.0,0.0,0.0
4.163074,50.0,0.18,0.0,1.0,0.0,0.0
4.485627,57.0,0.122807,0.122807,1.0,0.0,0.0
4.133041,47.0,0.042553,0.0,1.0,0.0,0.0
4.687142,53.0,0.075472,0.37735799999999997,0.0,0.0,0.0
3.56454,29.0,0.103448,0.0,0.0,0.0,0.0
4.543743,47.0,0.23404299999999997,0.19148900000000002,0.0,0.0,0.0
4.470774,51.0,0.45098,0.37254899999999996,0.0,0.0,0.0
1.9056389999999999,8.0,0.375,0.0,1.0,0.0,0.0
4.347976,59.0,0.033898000000000005,0.0,0.0,0.0,0.0
3.8456629999999996,31.0,0.38709699999999997,0.0,1.0,0.0,0.0
4.281529,51.0,0.294118,0.0,1.0,0.0,0.0
3.5851589999999995,77.0,0.506494,0.038961,0.0,0.0,0.0
3.500807,32.0,0.03125,0.0,0.0,0.0,0.0
3.5001949999999997,52.0,0.403846,0.0,0.0,0.0,0.0
3.015228,82.0,0.5,0.0,0.0,0.0,0.0
3.8182410000000004,39.0,0.10256400000000002,0.0,0.0,0.0,0.0
3.854635,34.0,0.470588,0.0,0.0,0.0,0.0
4.012188,28.0,0.25,0.107143,0.0,0.0,0.0
2.263809,14.0,0.5,0.14285699999999998,0.0,0.0,0.0
2.973557,15.0,0.2,0.13333299999999998,0.0,0.0,0.0
3.9302699999999997,27.0,0.259259,0.11111099999999999,0.0,0.0,0.0
2.973557,15.0,0.2,0.13333299999999998,0.0,0.0,0.0
3.9302699999999997,27.0,0.259259,0.11111099999999999,0.0,0.0,0.0
2.973557,15.0,0.2,0.13333299999999998,0.0,0.0,0.0
3.9302699999999997,27.0,0.259259,0.11111099999999999,0.0,0.0,0.0
3.5424809999999995,24.0,0.0,0.0,0.0,0.0,0.0
3.1820060000000003,14.0,0.357143,0.0,0.0,0.0,0.0
4.60637,50.0,0.08,0.0,1.0,0.0,0.0
4.4251190000000005,44.0,0.136364,0.090909,1.0,0.0,0.0
4.222533,45.0,0.088889,0.0,0.0,0.0,0.0
3.879664,22.0,0.181818,0.0,0.0,0.0,0.0
3.788755,22.0,0.181818,0.0,1.0,0.0,0.0
3.784942,21.0,0.190476,0.0,0.0,0.0,0.0
3.9701760000000004,24.0,0.25,0.0,0.0,0.0,0.0
3.8279099999999997,23.0,0.086957,0.0,0.0,0.0,0.0
3.7409529999999998,23.0,0.086957,0.0,1.0,0.0,0.0
3.732159,22.0,0.090909,0.0,0.0,0.0,0.0
3.923856,25.0,0.16,0.0,0.0,0.0,0.0
4.166345,72.0,0.083333,0.013888999999999999,1.0,0.0,0.0
3.3197699999999997,33.0,0.0,0.424242,0.0,0.0,0.0
3.5346800000000003,47.0,0.0,0.553191,0.0,0.0,0.0
4.599582,80.0,0.4,0.05,0.0,0.0,0.0
4.630901000000001,101.0,0.35643600000000003,0.386139,0.0,0.0,0.0
4.8259739999999995,92.0,0.076087,0.25,0.0,0.0,0.0
3.722572,133.0,0.42105299999999996,0.203008,0.0,0.0,0.0
4.1759129999999995,189.0,0.333333,0.14285699999999998,0.0,0.0,0.0
4.388724,100.0,0.02,0.47,0.0,0.0,0.0
4.174144,193.0,0.512953,0.27979299999999996,1.0,0.0,0.0
4.223493,151.0,0.42384099999999997,0.370861,0.0,0.0,0.0
